step,scored,puck_x,puck_y,puck_vx,puck_vy
1110455,0,191.24,506.85,544.52,733.83
1113000,1,198.31,25.62,441.40,-460.38
1113050,1,141.13,30.18,344.56,-858.71
1113258,1,189.73,33.09,36.03,-942.37
1113311,1,162.15,38.98,362.77,-848.13
1113375,1,113.02,27.73,406.99,-264.51
1113488,1,119.78,23.26,327.59,-214.13
1113536,1,203.02,23.18,-539.95,-745.95
1114106,0,183.03,514.43,723.53,420.24
1118152,1,123.55,33.63,-464.31,-820.84
1118575,1,154.19,34.49,-97.36,-940.23
1118629,1,183.16,25.09,195.58,-507.61
1119104,1,129.00,24.41,554.04,-762.37
1119337,1,169.02,27.06,-3.23,-355.21
1119397,1,133.02,30.59,684.99,-493.26
1119443,1,173.57,32.50,478.53,-678.87
1119580,0,164.52,507.05,-533.86,727.77
1120492,1,170.41,25.91,413.59,-634.08
1120547,1,181.26,33.52,535.68,-736.45
1120787,0,211.10,502.51,-413.59,818.22
1125769,0,137.10,503.97,608.51,660.30
1127010,0,178.96,507.83,413.94,479.44
1131948,0,182.90,506.25,118.60,929.88
1133314,1,120.20,24.53,615.29,-715.93
1135755,1,197.38,28.06,43.97,-942.66
1136337,1,186.13,31.51,-486.47,-575.33
1136460,0,113.79,510.95,184.32,906.19
1137919,0,133.00,515.97,-115.38,56.83
1138767,1,180.68,29.17,-495.68,-763.35
1141225,1,170.73,34.62,441.30,-596.55
1141276,1,195.95,28.27,35.81,-831.10
1141425,1,138.37,33.62,365.39,-849.59
1141544,1,143.29,28.45,-457.37,-648.17
1142082,0,178.57,503.57,-430.40,816.55
1143327,1,163.90,33.89,-41.62,-733.93
1143386,1,155.02,23.14,-431.16,-214.80
1143434,1,140.78,26.94,-202.89,-515.32
1143830,0,194.94,512.77,158.85,922.59
1146277,1,173.05,35.11,-120.89,-673.36
1146333,1,136.82,30.84,-147.64,-606.21
1146440,0,157.06,515.75,-804.00,380.58
1147863,0,168.66,515.69,-638.58,571.89
1149664,1,161.53,27.22,-304.57,-836.06
1149840,1,129.37,26.17,557.30,-421.43
1149956,0,148.61,505.87,369.18,790.83
1151169,1,133.28,24.90,-281.53,-196.49
1151359,0,192.85,503.17,-90.36,924.92
1152430,1,180.87,26.68,237.74,-814.31
1152490,1,149.60,31.32,-284.06,-697.57
1152869,0,176.36,510.59,-57.95,935.62
1154859,1,153.23,23.68,421.49,-298.25
1154986,0,137.36,511.81,-402.94,664.57
1155911,0,207.13,505.38,-537.05,677.35
1156761,1,118.53,25.50,-117.59,-275.34
1156857,0,178.37,512.71,-770.85,367.62
1157933,1,162.92,23.22,803.89,-376.20
1157977,1,184.41,25.65,-48.98,-701.68
1158169,1,117.42,36.87,162.80,-929.22
1158227,1,133.76,29.71,612.66,-605.73
1158585,0,201.12,515.09,-405.24,496.54
1159440,1,109.42,23.84,1004.09,-1562.04
1159575,0,151.96,514.87,-554.31,618.48
1162039,1,137.24,24.45,448.19,-293.47
1162392,1,136.64,26.51,-433.42,-361.40
1162483,0,114.89,507.54,120.52,567.29
1165989,0,174.28,504.62,593.50,684.02
1170035,1,206.78,31.48,-448.91,-796.87
1170079,1,179.07,26.14,-39.17,-810.96
1170269,0,153.31,515.66,-461.23,172.36
1171231,0,169.62,504.35,-577.34,1358.01
1172370,0,142.82,516.80,-468.20,643.32
1173279,1,155.58,24.62,-13.14,-930.16
1173365,0,143.22,507.37,543.53,654.84
1176634,1,169.43,24.62,-228.77,-454.42
1176960,0,143.73,511.84,-97.23,928.91
1177876,1,188.76,27.46,-489.39,-770.17
1177977,0,195.56,508.23,342.14,883.20
1178824,1,159.36,28.30,-488.22,-775.88
1178874,1,195.82,35.48,79.86,-940.62
1178965,0,190.63,508.92,-126.34,547.18
1181411,1,171.31,36.47,224.62,-749.68
1181967,0,154.70,513.05,456.21,627.13
1184124,1,119.19,25.21,495.20,-618.39
1184747,1,144.15,32.70,-768.32,-552.26
1185144,0,159.87,516.28,602.80,183.04
1186949,0,188.66,511.62,-771.27,442.28
1187845,1,116.67,25.36,826.40,-462.12
1187887,1,176.94,27.13,219.96,-787.78
1188383,1,203.56,33.77,-607.18,-683.23
1188488,0,131.36,508.52,461.76,702.04
1191747,1,165.68,27.64,-415.91,-434.28
1191826,0,169.02,506.59,136.85,782.87
1193770,0,148.47,508.05,479.52,777.54
1194624,0,189.63,515.49,-213.31,129.47
1195531,1,123.76,31.38,-221.58,-431.64
1195596,1,139.07,24.61,597.58,-243.30
1196222,1,185.64,38.16,-313.72,-858.04
1196294,0,167.14,507.38,-298.46,827.80
1198029,0,145.06,507.51,-341.59,778.04
1200535,1,108.58,28.13,711.11,-542.62
1200712,0,162.52,499.76,140.71,923.32
1202352,1,198.23,26.32,16.94,-943.53
1202565,1,162.57,32.50,337.07,-868.37
1203223,1,125.13,27.50,610.36,-253.31
1203404,1,173.52,28.53,498.07,-361.81
1203461,0,142.63,516.52,319.95,892.48
1204682,1,105.64,32.32,727.19,-513.83
1204803,0,194.34,516.66,927.43,198.43
1206675,0,172.18,506.44,414.35,838.09
1207770,0,113.93,516.58,617.81,594.27
1208731,1,146.13,28.75,524.71,-406.48
1209029,1,179.28,30.83,700.87,-640.84
1209067,1,175.64,35.51,-127.14,-935.40
1209189,1,188.68,35.17,602.12,-663.89
1209265,0,182.92,508.07,662.46,471.68
1212515,1,195.61,23.43,35.33,-764.98
1213266,0,171.30,508.67,-583.85,557.36
1214160,1,144.59,23.38,-493.27,-524.38
1214336,1,191.71,30.75,368.01,-747.79
1214568,0,183.47,513.78,-383.86,316.37
1216391,0,190.79,504.39,-466.00,682.46
1219692,0,144.44,515.02,-214.96,511.63
1223746,1,159.61,31.60,-417.22,-821.78
1223790,0,199.86,507.84,-391.44,534.27
1225486,1,118.70,23.83,-208.37,-686.43
1225934,1,119.11,24.60,-246.09,-666.40
1226090,0,117.31,514.65,426.38,587.98
1228905,1,200.00,23.82,178.74,-104.43
1229288,0,139.56,500.16,-153.35,894.03
1230140,1,142.04,25.70,-338.02,-855.93
1230555,1,124.40,35.25,195.31,-910.15
1230845,0,145.42,502.43,-433.55,811.80
1231884,0,184.60,513.36,-645.77,643.77
1233869,0,188.31,511.64,276.88,895.27
1234750,0,129.31,514.00,-509.23,545.66
1237199,1,202.00,32.14,-266.54,-887.61
1237239,0,118.31,515.62,202.67,408.23
1239594,0,178.49,503.53,369.76,859.37
1241358,1,198.42,23.80,331.60,-201.43
1241535,1,141.81,24.57,932.26,-176.02
1241594,1,191.41,24.45,449.49,-361.37
1241868,0,192.72,512.53,-556.15,620.96
1245208,0,168.66,506.50,379.74,838.30
1246397,0,188.64,507.24,513.58,748.31
1247240,1,131.13,27.43,25.92,-836.63
1249298,0,146.74,504.08,-372.90,855.63
1251857,0,111.26,514.95,733.44,398.35
1253516,0,122.34,516.58,319.02,21.32
1254428,1,136.69,28.93,384.81,-828.79
1254530,0,148.52,513.33,-598.36,498.68
1256288,0,189.71,509.33,-457.19,793.70
1257449,0,149.26,515.39,427.35,399.78
1258419,1,170.69,27.82,-774.82,-538.70
1259139,1,198.90,28.03,-352.19,-877.20
1259291,1,108.48,31.73,532.18,-493.53
1259714,1,129.43,23.46,-608.99,-274.82
1259766,1,132.06,37.25,-490.78,-767.30
1259806,0,151.62,512.27,-323.32,237.12
1263062,1,120.74,27.06,635.12,-332.23
1263201,1,130.53,29.14,316.97,-532.61
1263620,1,174.72,32.40,611.38,-676.38
1263850,1,200.58,24.80,-399.43,-603.12
1264091,1,147.62,31.90,502.20,-609.97
1264692,0,137.37,502.59,-353.47,753.49
1269617,0,178.09,515.14,680.46,573.37
1271389,1,163.17,32.72,-60.36,-945.23
1271508,1,196.71,35.33,-261.45,-740.75
1271729,0,190.60,515.27,408.02,823.48
1273377,1,133.67,28.97,-386.92,-860.03
1273507,1,187.15,25.47,-442.69,-809.08
1273799,1,163.42,28.67,-538.29,-306.47
1273938,0,192.15,511.18,340.55,864.35
1274838,1,146.01,29.74,416.34,-456.52
1274931,1,122.08,26.15,447.97,-510.09
1274991,1,156.59,24.70,-475.23,-217.92
1275575,0,122.61,511.42,-386.15,443.07
1277343,1,130.00,27.61,469.45,-680.48
1277467,0,158.77,505.97,-44.34,937.62
1279118,1,174.93,25.96,708.49,-554.74
1279380,1,179.84,27.93,176.47,-580.10
1279933,1,137.38,31.37,13.70,-932.02
1279987,0,154.60,511.31,435.45,813.16
1281640,1,181.31,24.09,96.55,-687.68
1281686,1,171.40,38.35,416.38,-821.20
1282214,1,172.37,30.85,90.96,-714.57
1282565,0,155.03,516.00,31.66,78.15
1283908,1,184.19,35.75,158.58,-919.79
1283949,1,180.38,40.49,-58.71,-942.49
1284803,1,165.46,28.67,-383.67,-471.97
1285146,0,169.32,512.92,-293.49,889.30
1286420,0,161.81,512.68,-576.13,686.22
1288869,1,198.68,26.81,-418.98,-826.45
1288915,1,199.57,28.76,67.71,-941.25
1288999,0,181.27,510.52,-454.00,665.10
1290662,1,145.76,29.13,604.17,-501.84
1290708,1,177.56,33.65,-90.52,-899.33
1290858,1,156.12,29.69,-725.29,-425.09
1290907,0,180.89,503.64,-412.02,841.67
1292569,1,151.67,28.64,-151.38,-436.84
1292865,1,139.38,28.72,-572.83,-411.34
1292909,1,144.02,28.21,-28.32,-943.26
1293016,1,187.11,23.35,113.74,-775.59
1293398,0,193.88,514.17,-496.49,657.68
1294436,0,155.82,512.85,210.96,283.06
1295495,0,130.01,516.16,-251.49,288.59
1296481,1,155.77,33.46,312.86,-794.00
1299317,1,182.32,32.15,-427.27,-518.91
1299563,1,114.91,29.29,572.24,-448.09
1302078,1,156.08,26.10,736.12,-348.11
1302247,0,163.60,512.97,-905.56,276.52
1303098,0,147.88,511.67,412.48,840.05
1304765,1,157.54,28.13,-406.74,-842.84
1304921,1,188.45,28.96,-648.68,-507.98
1305037,1,204.46,31.78,-363.04,-661.97
1305118,0,201.00,506.60,-462.19,788.96
1306228,1,149.14,25.32,-156.01,-304.03
1306279,1,134.53,34.84,415.41,-846.98
1306697,1,197.77,34.69,87.77,-941.49
1306990,1,145.55,35.32,-254.42,-733.01
1307036,1,126.78,23.74,418.20,-826.18
1307137,0,134.95,514.21,-771.56,553.17
1308821,1,145.11,24.26,-403.12,-515.80
1308900,0,125.25,516.81,69.62,218.71
1309894,1,186.92,26.45,567.83,-450.70
1309961,1,129.50,24.24,337.29,-225.37
1310148,1,199.91,23.34,-426.00,-150.83
1310206,1,139.70,23.62,758.31,-344.28
1310518,1,188.52,28.86,-384.80,-659.74
1310582,0,140.71,514.34,-929.39,174.23
1311431,1,143.22,23.91,307.98,-872.31
1311565,1,181.22,26.93,-231.84,-893.11
1311965,0,124.00,510.01,90.50,847.45
1313341,1,173.54,23.69,-212.31,-707.47
1313719,1,121.43,33.07,506.73,-603.25
1313880,0,180.37,514.67,315.13,448.83
1319073,0,188.14,508.23,684.07,482.90
1320903,1,198.17,29.72,-257.65,-741.53
1321588,1,151.50,25.94,547.61,-404.06
1321965,1,133.77,40.84,-256.14,-907.61
1322073,0,209.45,515.92,-905.59,277.52
1322923,1,194.85,23.17,-31.41,-942.85
1323033,1,152.28,34.13,-320.01,-873.15
1323116,1,168.54,26.30,-599.03,-151.69
1323442,0,166.15,505.75,561.59,617.78
1325110,1,125.73,24.92,-654.55,-284.12
1325408,1,160.87,28.62,-580.13,-469.93
1325754,1,179.51,28.70,-311.83,-792.88
1325820,1,121.18,28.06,611.28,-309.52
1326115,1,171.77,23.53,693.74,-100.78
1326170,1,137.59,26.21,402.40,-858.82
1326326,0,165.45,504.41,174.56,837.70
1328261,1,119.94,33.11,413.11,-660.15
1328517,1,135.95,34.19,391.24,-834.73
1328608,0,180.31,512.98,135.55,264.61
1331320,1,154.08,26.95,290.24,-874.89
1331714,1,174.41,28.43,-480.93,-365.74
1331816,0,126.40,516.58,-605.13,656.07
1332745,1,208.63,30.49,-734.29,-530.02
1332869,0,155.21,502.30,-328.83,861.30
1334750,1,149.23,30.95,178.27,-672.65
1334870,0,144.79,506.36,-201.93,821.49
1335871,1,137.67,23.15,-298.61,-253.39
1336359,0,106.45,524.19,1255.01,639.71
1341247,0,136.26,501.42,317.76,869.99
1342421,1,155.72,39.80,-5.53,-929.93
1342555,1,148.24,33.57,-381.08,-537.44
1342606,1,194.69,23.34,623.97,-660.58
1342720,0,168.37,511.37,-205.02,535.46
1343577,1,156.97,25.70,-847.84,-415.11
1343663,0,144.91,511.26,700.43,316.27
1344509,1,138.82,24.63,-347.33,-876.77
1344895,0,194.99,514.90,-79.87,924.64
1347685,1,121.99,26.88,-500.54,-610.96
1347729,1,165.87,32.08,246.72,-707.27
1348009,1,121.66,28.47,-371.42,-838.40
1348152,0,143.43,516.07,-176.68,660.38
1349823,0,155.58,510.72,599.41,377.47
1351043,0,149.73,516.99,306.03,385.53
1354299,1,150.04,26.37,380.09,-415.19
1354434,0,155.00,507.66,-276.77,878.19
1356256,0,164.50,510.93,-339.42,774.98
1358886,0,168.98,515.65,-388.77,346.28
1360532,1,148.62,30.41,373.78,-845.11
1360580,1,113.39,34.54,239.89,-891.70
1360727,0,189.33,512.39,-595.57,430.17
1361578,1,188.98,26.07,452.99,-817.84
1361626,0,177.84,513.55,-522.81,693.54
1362480,0,145.31,506.97,379.24,843.39
1363360,0,166.98,507.76,133.71,843.53
1365298,0,167.50,510.18,512.55,490.47
1367407,0,163.71,512.86,552.00,419.04
1369061,1,213.90,23.48,-946.21,-48.84
1369140,0,144.60,513.81,-342.63,788.16
1371646,0,147.51,512.65,663.14,636.61
1374216,1,157.47,33.82,392.22,-829.00
1374745,1,177.19,24.69,589.27,-628.97
1375041,1,145.77,37.40,-371.35,-867.55
1378285,1,193.21,28.51,361.83,-761.15
1378338,1,203.75,23.64,-155.30,-921.61
1378724,1,183.47,26.24,-337.81,-459.24
1378913,0,126.78,505.39,483.95,732.27
1379757,1,174.72,30.60,218.74,-542.08
1380142,1,182.07,35.25,-227.04,-894.50
1380287,1,173.57,27.80,215.57,-494.02
1380733,1,158.40,25.83,306.91,-814.63
1380943,1,176.16,30.83,-500.56,-650.98
1381296,0,155.48,510.50,-265.23,572.99
1383142,0,192.94,513.30,649.47,282.16
1385591,1,165.02,35.01,-308.65,-879.86
1385684,0,137.44,515.65,274.06,355.76
1388970,0,148.05,513.94,-823.90,335.94
1390738,0,163.21,514.44,-688.81,478.27
1392383,1,143.14,31.02,162.96,-929.51
1392413,0,154.34,511.11,203.73,785.45
1393277,0,178.58,514.54,594.61,379.97
1394456,1,166.11,23.99,-363.97,-875.11
1394647,0,174.76,502.44,-274.83,882.14
1396308,1,150.38,34.11,-403.69,-827.99
1396357,1,188.50,38.45,-394.31,-831.01
1397105,1,172.54,36.57,346.82,-853.62
1397165,1,166.17,24.99,-57.26,-549.40
1397210,1,167.04,29.49,-74.49,-928.82
1397483,0,128.78,516.62,-366.95,841.31
1398444,1,185.72,30.31,-503.12,-757.82
1399099,0,124.80,512.08,265.41,249.08
1399975,0,175.23,501.46,332.06,833.77
1401939,0,157.07,507.02,-324.54,785.92
1404456,0,153.30,514.42,162.92,876.21
1407120,1,198.48,32.75,-544.99,-681.49
1407198,0,149.33,514.40,-579.34,415.56
1408063,0,140.78,510.83,245.94,321.95
1409929,1,172.32,30.50,486.26,-534.89
1410000,0,164.39,513.77,-242.31,302.97
1410850,0,175.44,516.44,493.37,595.02
1411853,0,190.86,515.82,430.00,619.68
1412766,1,150.90,24.24,-712.29,-258.09
1412807,1,198.57,36.63,21.01,-932.50
1412852,1,197.71,23.02,-112.76,-925.90
1412902,1,195.90,25.14,-268.34,-886.02
1413020,1,141.02,27.49,488.90,-398.16
1413118,1,161.36,28.04,-613.27,-662.69
1413229,1,136.37,34.06,-286.35,-734.92
1413353,1,178.83,23.91,-663.26,-425.87
1413640,0,191.07,510.10,356.03,465.55
1415558,1,125.47,25.44,-288.15,-150.10
1416084,0,164.22,506.08,638.49,642.87
1416969,1,196.38,36.24,-631.88,-701.76
1417358,1,127.16,32.65,633.91,-537.88
1417571,1,169.65,29.13,-542.69,-738.93
1418424,1,177.30,23.84,451.05,-694.86
1418961,0,196.08,516.86,164.32,829.65
1420628,1,101.71,30.95,785.24,-435.60
1420856,1,180.53,25.04,758.45,-469.81
1421436,0,146.90,513.14,-296.51,403.31
1423432,1,194.40,24.09,298.93,-770.78
1423520,0,171.53,505.87,-548.92,584.38
1427713,1,141.56,27.31,770.37,-460.21
1427785,0,197.39,514.92,257.19,766.47
1434399,0,196.18,515.87,-655.09,550.56
1436966,1,131.35,32.62,736.15,-504.36
1437375,0,149.70,516.02,377.01,599.03
1438230,1,127.04,28.59,597.71,-646.36
1438408,1,163.34,24.44,301.65,-248.07
1440346,1,149.42,24.49,391.97,-832.95
1440717,0,134.88,516.65,396.83,164.52
1441771,1,194.18,28.71,-333.83,-749.14
1442230,0,156.07,513.37,662.14,243.07
1443410,1,195.40,23.98,-583.73,-527.66
1443471,1,150.32,37.72,286.62,-888.92
1443658,0,196.10,515.15,-685.57,491.67
1444670,1,160.57,23.16,476.55,-287.77
1444917,1,131.85,25.32,507.59,-768.94
1445128,0,186.80,509.11,199.02,423.95
1449182,1,208.87,20.86,-934.66,-707.01
1449496,0,145.04,515.27,-389.27,274.12
1450443,1,178.89,23.74,-767.46,-319.04
1450485,1,165.62,24.29,179.97,-673.57
1450574,0,155.83,512.57,-702.43,564.95
1451790,0,170.91,506.45,-143.97,927.24
1455834,1,166.34,30.13,127.72,-415.21
1456028,1,171.21,30.15,325.93,-873.28
1456568,1,146.79,30.07,660.18,-538.00
1456726,1,157.33,24.61,716.39,-543.14
1456870,1,198.23,33.97,-297.09,-886.13
1456951,1,127.21,30.22,-184.53,-837.05
1457031,0,181.44,511.41,491.26,296.31
1458770,1,142.36,27.09,-699.16,-302.18
1458817,1,158.63,23.79,-201.65,-921.57
1458939,1,139.36,26.06,-691.66,-343.88
1459009,1,198.66,28.24,-700.10,-472.54
1459070,1,159.95,23.22,377.06,-389.07
1459380,1,172.60,27.83,427.89,-307.00
1461230,1,121.48,27.14,613.11,-264.12
1461379,1,144.49,27.49,-383.99,-575.36
1461500,0,135.20,507.85,452.15,730.18
1463423,1,140.34,28.97,472.87,-720.03
1464008,0,162.38,513.33,-717.95,277.63
1464859,1,198.27,30.97,-395.56,-862.69
1464965,1,175.93,27.47,-554.77,-445.27
1465102,1,203.66,28.00,-366.19,-318.38
1465724,1,149.40,33.55,-89.36,-421.61
1465916,1,143.65,23.70,529.37,-579.80
1466006,1,173.93,27.05,-707.06,-451.02
1466092,0,175.43,511.05,-789.94,374.52
1467363,0,185.01,501.53,159.48,842.75
1468217,1,150.09,27.40,281.40,-878.81
1468317,1,125.53,23.77,234.08,-890.76
1468377,0,132.45,512.99,605.40,421.14
1471748,1,208.15,37.74,-292.37,-902.89
1472113,1,116.92,25.44,467.35,-236.22
1472211,1,138.53,37.09,267.57,-909.89
1472266,1,203.27,26.33,-277.43,-894.11
1472529,1,201.59,24.39,-78.80,-431.28
1472980,1,135.21,24.93,577.70,-433.79
1473514,0,127.60,516.63,409.93,855.60
1474911,0,160.81,499.43,263.90,898.85
1477365,1,163.89,31.21,552.73,-730.47
1477609,1,127.14,29.46,598.32,-689.46
1477673,1,208.20,26.84,-212.65,-285.57
1477786,1,143.63,25.74,312.04,-766.55
1477830,1,181.79,30.12,-123.53,-924.78
1478017,0,139.63,506.81,527.32,738.97
1479682,1,212.43,26.31,-790.83,-222.42
1480005,1,161.03,30.24,803.75,-494.49
1480273,0,175.76,505.92,568.79,613.51
1481251,1,176.17,24.05,-295.22,-884.46
1481573,0,134.01,510.49,261.59,886.35
1484357,1,154.51,35.95,-607.23,-667.65
1484647,0,137.83,511.09,107.80,927.43
1486783,0,180.17,511.62,-646.25,318.64
1487743,1,116.32,23.19,140.55,-541.64
1490321,1,160.03,30.45,-497.79,-412.34
1490583,0,195.13,507.75,-99.06,927.46
1491480,1,129.03,25.16,-584.47,-471.95
1491531,1,184.89,28.79,-522.79,-713.68
1491573,1,174.59,31.69,125.49,-546.31
1491993,1,150.39,23.86,558.91,-307.84
1492383,1,128.50,41.35,-43.49,-940.48
1492889,0,144.87,512.39,758.77,322.59
1493758,1,178.04,30.36,-634.43,-579.25
1493799,1,168.98,34.64,-170.07,-917.74
1493973,0,161.78,516.68,888.55,334.33
1494828,1,136.59,28.32,565.22,-278.97
1494870,1,198.91,23.11,42.06,-942.43
1495069,1,198.94,25.31,490.40,-741.19
1495283,1,163.31,31.56,-524.48,-589.83
1495583,1,152.90,28.52,-323.97,-699.36
1495925,1,154.18,31.64,476.73,-716.10
1496235,1,177.86,33.24,536.43,-568.59
1496443,0,139.54,516.80,236.60,18.93
1497309,1,186.82,25.03,376.05,-871.03
1497378,1,201.74,37.59,-373.70,-849.63
1497627,1,147.06,36.16,268.78,-906.90
1497739,0,111.10,505.97,572.46,650.71
1499844,0,150.15,509.17,462.08,781.75
1500856,1,140.15,23.60,-50.44,-944.23
1500990,0,130.57,516.01,390.24,187.10
1503445,1,118.83,26.52,446.91,-313.26
1503794,1,167.48,33.08,383.47,-838.11
1503914,0,199.74,514.76,260.76,366.32
1508081,0,190.22,506.97,-725.50,524.31
1508965,0,135.88,514.67,-412.73,264.87
1510303,0,146.33,509.35,437.45,802.27
1511252,1,186.31,25.61,467.08,-314.07
1511300,1,186.80,39.81,-303.41,-874.78
1511352,1,182.57,38.06,-378.12,-858.11
1511986,0,142.44,508.42,-590.72,497.22
1516110,1,121.18,29.52,255.95,-741.84
1516319,1,160.90,32.67,-520.17,-686.63
1516459,0,129.12,510.80,286.81,810.14
1517406,1,144.85,34.13,245.12,-894.17
1517447,1,118.33,36.27,-56.74,-808.03
1517671,1,165.80,32.20,-155.48,-614.95
1518187,0,162.90,502.11,408.04,816.82
1521446,1,157.18,31.38,-362.22,-698.31
1521579,1,184.72,39.12,414.77,-837.53
1521743,0,183.72,510.90,30.15,931.32
1522597,1,143.40,26.47,389.68,-838.68
1522697,1,150.66,27.91,-780.45,-352.90
1522920,1,131.99,24.78,337.93,-267.59
1523096,1,182.27,27.90,792.51,-409.79
1523361,1,174.70,31.61,151.05,-834.68
1523411,1,146.89,23.87,711.78,-551.02
1523596,0,166.53,503.90,-498.62,764.20
1524523,0,170.95,514.01,478.84,669.86
1525829,1,158.70,27.14,472.52,-824.15
1526185,1,216.79,35.94,-644.24,-692.58
1526428,1,206.06,24.47,-543.47,-742.26
1526530,0,120.51,512.10,694.18,471.79
1528215,0,169.32,515.02,453.67,690.77
1533860,1,160.72,25.13,158.91,-771.77
1533954,1,180.04,31.27,358.55,-847.44
1534231,1,132.49,31.25,527.15,-446.29
1534402,1,182.90,26.36,379.15,-838.78
1534666,1,124.77,33.58,360.98,-853.43
1534809,0,146.36,516.28,-624.01,356.33
1535848,0,155.06,515.77,-491.67,678.67
1536897,1,185.29,30.17,107.54,-943.58
1537000,0,125.22,510.46,-432.53,596.26
1542983,0,204.56,515.78,-600.68,614.07
1543828,1,144.54,39.69,120.93,-936.54
1543949,1,180.54,30.02,533.24,-572.38
1544399,1,200.64,25.59,-599.96,-241.25
1545059,1,129.69,25.59,-115.64,-925.86
1545422,0,121.23,516.93,-314.86,874.69
1548789,1,147.03,25.78,772.23,-259.00
1550608,0,186.90,512.32,-278.42,891.19
1552573,0,146.06,512.89,-273.06,862.60
1553461,1,139.97,24.13,192.08,-636.37
1553733,1,207.51,34.10,-477.25,-586.74
1553859,1,138.64,23.88,785.71,-261.42
1553897,0,186.89,512.46,-483.12,664.78
1555130,0,128.02,516.65,18.54,222.68
1559178,1,124.97,37.75,269.30,-892.69
1559407,0,179.84,515.44,649.68,284.28
1560280,0,158.41,513.16,-190.63,842.87
1561275,0,164.49,505.93,-194.57,912.54
1564568,1,141.65,25.04,806.18,-121.09
1564976,1,139.80,38.54,-366.52,-857.37
1565348,1,120.23,29.32,631.82,-525.87
1565435,1,168.84,25.46,-433.78,-268.09
1565743,1,184.81,29.07,-355.32,-403.84
1565886,1,163.73,24.07,-353.71,-299.87
1568518,1,172.12,26.22,294.31,-884.11
1572556,0,138.11,514.39,-706.08,482.18
1575065,0,168.27,513.25,195.03,596.27
1575911,1,185.87,28.82,736.39,-507.97
1576038,0,196.59,514.26,663.43,614.09
1579329,1,206.20,30.90,-502.27,-622.08
1579589,0,135.29,506.25,39.71,930.34
1580846,0,183.99,513.18,-734.30,510.25
1582154,1,117.46,27.75,83.89,-494.51
1582332,0,130.90,510.61,-357.00,766.11
1584295,1,137.26,30.55,-353.71,-427.59
1585126,0,133.77,504.82,22.43,887.25
1586776,1,127.72,27.20,-203.68,-525.30
1587039,1,205.04,34.68,-291.79,-890.52
1587126,0,121.87,515.54,-592.76,599.22
1589186,1,157.85,26.42,405.43,-842.78
1589245,1,189.23,27.72,688.59,-490.85
1589423,1,143.00,28.66,-179.13,-918.98
1589517,1,125.83,33.18,482.11,-632.88
1589617,1,119.40,26.92,626.42,-249.13
1589730,0,155.19,515.38,-705.61,130.30
1590653,0,186.37,513.80,-366.08,849.94
1591681,1,141.82,30.11,-540.15,-447.30
1591949,1,199.13,24.17,-5.72,-929.62
1592519,1,168.39,31.72,-382.68,-723.29
1592653,1,165.84,25.14,687.70,-355.98
1592713,1,195.14,26.19,-608.70,-613.59
1592983,1,133.99,30.48,-378.86,-853.35
1593091,0,163.14,515.30,-587.32,432.72
1594992,1,208.39,33.04,-575.81,-529.83
1595093,1,182.55,31.21,447.66,-537.26
1595349,1,182.58,38.36,376.06,-871.36
1595451,1,190.74,26.05,-428.20,-182.48
1595997,0,126.58,512.29,222.63,353.61
1597699,1,178.05,30.32,5.36,-933.35
1597868,0,128.52,516.81,30.55,120.77
1598709,0,152.76,512.57,-524.18,647.09
1599711,1,139.76,26.15,-399.95,-442.23
1599753,1,141.49,27.15,-82.28,-550.83
1600032,0,119.77,508.69,723.46,544.99
1609754,0,166.59,511.91,-234.16,882.63
1612466,1,201.70,38.61,-248.30,-1024.79
1612524,1,140.81,28.13,-179.03,-352.31
1612694,1,144.82,27.75,-443.86,-253.89
1612739,1,190.87,26.46,-418.97,-841.72
1612796,1,108.35,26.62,916.15,-248.95
1612874,0,141.81,511.09,521.26,557.94
1616127,1,192.58,34.13,310.31,-801.73
1616175,1,142.60,28.18,-590.09,-696.60
1616465,0,150.98,514.49,-703.04,450.35
1619247,1,172.66,29.26,481.22,-815.80
1619684,1,194.00,23.65,-721.13,-442.94
1619875,1,147.22,23.73,529.37,-734.19
1620351,0,190.30,516.34,664.11,52.33
1621264,1,181.35,29.29,694.79,-343.44
1622291,1,144.36,33.44,-305.29,-876.44
1622471,1,168.33,30.90,-504.79,-600.75
1622965,1,143.19,24.99,-695.41,-553.22
1623015,1,178.94,28.27,338.98,-542.70
1623148,1,175.32,24.31,-644.56,-664.17
1623335,0,141.15,512.46,-802.37,386.73
1624292,1,194.93,24.78,-887.57,-236.83
1624723,1,116.93,39.02,207.98,-900.37
1627194,0,191.52,508.44,-270.20,806.22
1628045,1,195.03,27.91,-316.16,-871.66
1628657,1,158.93,30.88,-92.05,-772.11
1628834,0,197.51,513.83,420.32,833.02
1629833,1,187.76,24.28,127.64,-938.20
1629966,1,153.50,23.29,-410.42,-338.83
1630010,1,178.66,31.12,-247.36,-901.60
1630118,1,125.21,24.22,804.48,-389.34
1630270,1,145.17,30.06,-502.41,-513.48
1630410,0,115.60,502.96,52.33,930.03
1631391,1,170.55,27.04,594.57,-625.24
1631438,0,169.34,505.66,-442.21,809.38
1634348,1,181.44,27.64,-201.13,-748.37
1634439,0,151.08,510.16,-345.52,866.72
1635457,0,179.06,511.33,-160.26,393.05
1637949,1,169.86,38.32,-303.42,-884.31
1637997,1,187.29,29.01,-51.57,-788.12
