step,scored,puck_x,puck_y,puck_vx,puck_vy
526709,1,163.35,30.73,-1.49,-699.43
526913,0,197.46,509.54,-43.67,929.85
530168,1,199.72,24.09,638.89,-686.84
530935,0,134.08,506.14,245.95,891.41
532140,0,130.04,507.59,-691.63,565.67
533281,0,146.83,505.71,-348.28,852.95
536538,0,124.48,515.08,-355.17,379.29
537379,0,168.45,510.92,541.89,659.11
538333,0,197.87,513.25,-686.71,386.70
541022,1,156.87,28.77,-88.31,-1268.57
541287,0,145.76,515.83,64.16,857.58
542934,1,132.57,29.98,-118.55,-480.50
543269,1,133.17,24.62,187.25,-630.02
543454,1,117.44,30.31,641.65,-569.48
544683,1,161.84,36.13,449.36,-695.32
545234,0,206.13,513.39,-356.51,558.14
546131,1,132.16,30.20,348.97,-879.17
546223,0,123.50,501.06,454.39,802.08
547877,0,161.03,507.30,419.16,509.37
548986,0,185.59,510.00,692.89,483.03
550194,1,180.31,29.65,-561.79,-459.62
550244,1,137.42,23.27,-588.71,-739.15
550518,1,138.10,26.28,505.01,-284.12
550657,1,186.94,29.06,207.43,-839.06
550762,1,172.10,23.55,-690.87,-582.87
550868,0,118.10,510.57,155.42,567.32
551726,0,140.25,512.85,-457.18,796.62
553369,1,175.82,26.30,-92.63,-666.15
553549,1,161.51,29.41,-652.30,-444.58
553970,1,137.77,25.06,779.80,-437.19
554102,0,176.43,500.85,334.87,866.56
554984,1,176.47,23.68,140.94,-935.97
555036,0,123.31,512.50,-487.32,776.14
556852,1,188.95,31.12,-474.09,-544.39
557105,0,161.84,511.98,668.44,513.96
558383,1,167.52,24.17,-305.11,-455.74
558455,0,200.38,512.30,-400.24,289.27
560118,1,191.88,23.88,-628.23,-582.54
560448,0,201.59,507.97,-267.69,501.92
562245,1,107.80,24.55,667.45,-223.83
562367,1,156.03,23.48,-583.93,-636.19
563039,0,127.64,515.78,-475.17,527.40
563885,1,181.04,26.54,287.49,-649.92
564181,1,123.78,27.09,-138.50,-393.94
564247,1,143.94,25.22,462.23,-787.11
564502,0,116.44,514.55,323.68,463.58
565346,1,158.41,30.48,594.10,-681.32
565394,1,125.69,37.33,271.90,-891.91
565796,1,154.18,24.88,-400.73,-830.32
565974,1,119.49,28.67,464.57,-423.98
566016,1,134.33,23.78,-342.59,-878.63
566128,0,173.58,516.53,803.04,102.37
567032,1,131.80,23.91,-665.73,-527.02
567356,1,132.29,24.31,387.65,-333.22
567640,1,154.91,26.64,-351.74,-852.02
567725,0,212.00,505.24,-635.48,644.89
569396,0,167.57,514.60,293.61,334.50
570243,1,127.68,30.70,-436.55,-835.93
570324,1,156.39,24.36,-875.47,-103.68
570529,0,127.82,515.61,-457.27,380.92
574596,1,162.35,23.34,895.87,-308.41
574787,0,127.75,516.27,459.58,405.88
576424,0,124.25,504.29,521.27,745.35
578175,0,136.00,509.13,-361.97,763.77
579125,1,193.20,25.39,-553.57,-457.58
579175,0,171.59,510.97,470.58,553.00
580021,0,154.73,513.68,545.69,703.54
581056,0,168.62,513.71,-638.82,631.15
582721,1,166.56,31.17,-60.00,-469.84
582865,1,204.64,23.64,-510.90,-77.90
583012,0,168.81,507.34,-424.17,815.96
583856,1,173.64,36.43,-152.20,-931.65
584161,1,159.27,32.39,-309.64,-867.99
584215,1,173.61,25.62,-801.78,-379.75
584264,0,123.39,513.74,331.00,876.36
586091,1,139.36,27.68,-81.81,-519.81
586276,0,145.54,500.81,-340.51,855.82
587275,1,120.51,25.12,284.40,-883.62
587456,0,194.90,516.67,-292.03,880.14
589151,0,149.14,509.18,-245.75,901.07
591339,1,157.40,25.74,703.77,-391.35
591381,1,194.25,25.58,319.28,-699.48
591518,0,142.61,516.56,-0.43,835.60
593180,0,142.05,514.83,683.97,503.01
594820,1,122.59,25.04,459.40,-821.44
595123,0,148.58,510.16,-671.05,505.21
599165,1,123.23,31.79,-12.56,-619.21
599259,0,181.83,508.53,657.93,527.89
600167,1,123.88,24.07,-467.92,-788.43
600287,0,154.59,506.54,-604.60,731.54
601130,1,152.24,31.60,181.13,-926.14
601464,1,195.34,34.45,-690.70,-583.61
601774,0,171.52,499.81,-28.20,935.43
603524,1,148.65,34.49,286.87,-588.15
604380,0,162.95,509.69,-464.36,383.59
605215,0,204.25,516.60,-509.89,749.55
607756,1,175.77,33.87,78.68,-888.64
607834,0,147.75,511.62,-453.23,284.04
610343,0,135.94,515.90,-860.64,402.24
611712,1,169.56,27.78,375.44,-453.08
611878,1,144.39,24.57,548.86,-97.98
611964,0,187.40,513.94,208.21,844.21
614475,1,157.09,36.47,-284.06,-731.26
614524,0,152.56,514.68,428.71,816.49
618688,1,152.31,29.23,-251.78,-810.08
618862,1,164.29,28.97,-762.43,-470.59
619109,0,153.78,508.93,527.00,748.17
620038,1,146.07,25.81,766.25,-472.32
620089,0,174.31,507.87,408.97,480.06
621244,0,153.53,512.91,-271.44,907.09
623788,0,114.19,511.39,202.16,361.25
626305,1,207.60,28.78,-580.88,-598.39
628748,1,128.98,40.19,27.81,-943.91
628962,1,151.53,24.02,-393.17,-403.97
629383,1,162.41,24.35,-837.98,-291.89
629436,1,138.06,37.09,117.40,-930.91
629529,1,168.13,29.06,-221.60,-665.68
629569,1,121.06,40.36,-51.28,-935.51
630099,0,129.19,515.26,610.08,551.53
631387,1,184.99,24.37,-557.33,-461.55
631509,0,136.46,507.88,263.76,893.70
632545,1,175.12,36.95,640.60,-699.80
632599,1,194.36,26.57,5.98,-332.82
632811,1,153.21,26.39,296.58,-307.46
633336,0,189.90,511.79,301.20,598.95
634984,0,180.83,511.62,-412.05,827.55
636278,0,165.67,506.42,442.37,803.16
639553,0,177.82,516.76,20.17,305.63
641315,0,170.10,509.47,708.21,439.86
645043,0,180.60,513.05,182.73,260.69
646752,1,180.78,32.24,394.63,-845.14
646849,1,153.67,29.38,33.94,-931.81
647001,1,193.20,26.38,-862.56,-204.96
647055,1,194.64,30.04,10.19,-717.63
647599,1,150.61,24.48,491.82,-810.93
648035,0,164.09,503.02,-359.22,843.38
650569,1,162.47,26.69,-928.14,-199.63
650698,0,203.77,514.39,-497.18,367.85
653149,0,136.55,503.50,388.34,852.85
657103,1,109.17,28.28,644.21,-530.47
657188,0,118.77,512.22,-388.79,736.77
658042,1,108.17,37.05,573.59,-756.10
658210,0,134.21,506.61,-494.37,770.70
659118,0,172.58,515.06,328.94,872.48
660912,1,157.91,24.32,-382.97,-461.59
661241,1,160.20,23.01,-327.61,-97.96
661345,1,175.26,23.58,688.42,-586.14
661425,0,191.94,513.27,163.66,833.24
663458,1,174.67,26.72,-738.25,-192.83
663524,0,193.06,502.91,355.10,746.83
666107,0,175.53,507.47,-129.04,843.03
667467,1,126.91,31.93,-28.70,-941.99
667504,0,108.20,507.21,707.98,565.97
668414,0,115.71,513.58,477.32,695.49
669898,0,121.94,516.24,272.41,886.25
670849,1,175.52,36.34,-311.20,-731.46
671576,0,166.97,514.24,-878.42,237.29
672599,0,182.36,501.71,375.52,840.11
675072,1,155.28,30.56,469.20,-696.43
675227,0,174.53,513.00,433.39,496.79
676278,1,121.71,23.52,341.93,-860.58
676503,1,177.88,24.23,660.01,-432.20
676738,0,119.59,516.79,400.12,354.53
677766,0,150.28,504.76,226.79,908.60
679636,1,109.60,38.96,358.55,-876.67
679748,0,175.19,505.61,492.57,677.56
680986,0,183.37,503.53,-307.12,807.27
681834,1,120.73,32.66,-55.76,-823.23
681991,1,123.56,24.71,374.66,-142.95
682054,1,148.39,24.98,720.39,-423.11
682156,0,121.06,509.57,586.03,435.78
683347,1,159.21,24.05,-734.83,-131.77
683607,1,116.45,34.57,410.01,-601.38
683753,0,181.95,505.94,503.41,751.17
686212,1,143.63,37.16,-430.30,-813.04
686467,1,158.23,37.96,423.49,-836.31
686678,1,174.54,26.83,351.45,-290.53
687304,1,128.77,23.71,-195.69,-445.62
688057,1,136.10,25.08,-80.55,-930.50
688411,1,182.28,27.09,-416.90,-825.50
688466,0,144.94,509.53,296.86,384.67
690908,1,168.89,36.03,237.51,-913.64
690991,0,185.69,505.78,167.76,918.79
691908,1,187.09,36.18,-10.46,-928.34
691964,0,184.64,516.26,453.50,532.45
693713,0,105.68,509.07,773.21,447.64
694963,0,193.97,514.27,-121.10,844.78
700647,0,130.69,513.24,149.66,474.82
701518,0,193.34,509.65,-257.19,783.19
705577,0,131.09,511.30,-456.81,499.46
706732,0,150.98,514.72,311.56,349.46
707580,0,133.26,511.11,-40.13,651.32
708437,0,114.12,512.24,681.25,510.50
709578,1,192.97,29.42,338.02,-367.70
709752,1,189.01,29.37,172.12,-838.52
709805,0,198.83,514.32,56.97,471.33
710781,0,172.84,502.50,507.17,760.09
711693,1,144.53,26.00,311.32,-210.47
711915,1,182.32,23.10,515.63,-418.57
712176,1,184.50,32.36,-559.78,-723.96
712308,0,153.10,516.94,-944.55,12.70
715048,1,200.09,38.76,-179.32,-819.61
715351,0,203.29,514.17,-583.45,639.40
716243,1,144.36,28.80,532.48,-573.81
716281,0,130.77,513.07,-76.47,929.60
717258,1,126.55,35.25,-346.05,-669.86
717598,1,189.58,23.18,-168.09,-607.18
717660,0,183.41,509.57,321.21,640.81
718499,0,217.29,509.32,-795.28,410.19
719507,0,179.55,512.12,-335.31,873.39
722145,1,139.63,26.54,792.45,-217.53
722232,1,121.42,23.94,182.05,-916.70
722361,0,176.70,508.23,-247.66,888.61
727656,1,130.60,31.67,-273.24,-531.32
727709,0,213.48,512.11,-500.23,298.12
729253,1,185.88,38.34,-115.47,-842.99
730996,0,189.86,512.27,-289.57,880.40
732531,0,164.62,512.37,-681.51,498.83
734179,0,156.99,512.67,499.21,609.17
735121,1,188.46,29.13,347.38,-713.22
735161,1,188.76,35.55,393.64,-857.32
735248,0,155.36,510.70,564.05,613.24
739193,1,193.98,23.85,720.95,-611.36
739778,1,125.50,24.26,-48.67,-725.75
739818,0,137.18,516.81,-822.78,333.80
740904,0,128.48,516.12,285.10,116.12
742368,0,139.45,516.15,333.07,556.87
744526,1,196.73,29.24,-248.21,-742.26
744572,1,129.25,33.70,-68.44,-818.23
744703,1,183.48,25.65,748.38,-329.39
744744,0,192.45,514.79,-458.70,633.47
747205,0,163.62,512.31,316.13,376.25
748048,0,168.23,514.19,569.76,701.60
751366,1,184.86,26.85,333.23,-412.91
751529,1,179.88,27.93,-875.59,5.66
752072,0,117.32,509.76,259.69,748.58
752921,0,168.04,507.19,-663.95,621.55
754132,1,165.79,31.97,378.97,-839.73
754209,0,152.26,501.63,-271.27,804.06
756758,1,140.42,35.19,-171.64,-921.25
757115,0,148.94,509.72,-1303.56,1140.89
758220,1,119.00,26.26,477.70,-426.08
758429,0,156.61,513.90,-536.54,298.78
760974,1,157.60,30.83,-442.83,-464.92
761166,1,140.53,24.68,-495.57,-409.87
761279,0,156.29,514.65,-613.73,716.44
763760,1,173.87,23.24,-592.81,-509.42
763889,1,202.13,39.47,-12.43,-928.93
764147,1,132.42,27.47,-453.13,-792.71
764308,1,119.37,30.69,479.55,-409.68
764897,1,164.50,24.12,168.88,-527.09
766201,1,126.38,27.41,532.22,-410.01
766370,0,114.92,511.87,549.32,258.60
768459,1,169.34,25.69,-321.44,-270.30
768608,0,169.03,516.77,660.24,263.54
770297,1,120.21,25.78,500.45,-148.67
770379,0,161.31,507.18,462.42,517.31
772280,0,194.42,499.93,-305.25,875.71
773167,1,162.60,27.58,-607.66,-338.11
773258,1,141.31,31.73,277.12,-889.64
773339,1,145.22,37.49,480.49,-1617.05
773504,1,131.54,28.80,-502.48,-613.87
773576,1,186.24,24.84,663.22,-678.85
773712,1,124.36,31.99,482.70,-517.69
774023,0,152.03,513.44,-600.50,410.72
774990,1,126.47,24.09,385.49,-724.93
775196,0,136.16,507.71,456.00,794.12
776825,0,143.93,501.20,-56.27,931.66
778677,1,158.62,24.82,779.18,-281.33
778820,1,180.82,23.81,-412.08,-477.77
779343,1,130.69,37.91,-475.68,-784.65
779583,0,126.53,513.26,-576.98,476.05
781245,0,156.43,515.03,-336.64,845.19
782231,0,168.72,516.64,-30.33,934.74
787926,0,173.80,512.71,784.65,453.11
788885,1,158.41,26.23,545.68,-403.83
789361,0,150.90,511.79,-426.13,579.24
790285,0,158.09,509.76,-668.79,525.81
791266,0,153.38,514.58,627.74,136.67
793405,1,145.26,30.40,-247.02,-370.82
793572,0,184.70,507.71,-465.18,700.88
796911,1,180.03,27.22,449.13,-509.27
797055,1,154.68,31.48,445.70,-797.83
797101,0,157.42,509.32,-415.32,526.39
798016,1,138.15,27.38,51.56,-946.38
798058,1,150.64,27.06,-278.73,-901.25
798098,1,173.29,35.34,-121.52,-674.72
798651,0,165.38,510.54,-433.34,579.90
800843,0,139.26,511.12,-434.31,573.72
801975,0,167.45,503.94,-51.95,935.97
802823,1,206.44,31.53,-397.36,-838.80
802974,1,168.04,25.33,563.39,-695.48
803037,1,198.54,32.93,-613.01,-609.02
803476,1,137.93,26.66,-400.51,-288.16
803654,1,149.39,27.94,-488.44,-771.61
803841,1,170.81,34.10,-160.07,-840.30
804421,0,204.41,512.04,-418.62,821.33
807178,1,168.39,31.97,-648.71,-688.40
807507,0,194.08,516.36,566.09,355.87
809951,1,208.39,22.13,-359.22,-1564.43
810077,1,136.43,26.08,1029.38,-229.22
810411,1,188.56,25.31,535.84,-416.69
811979,1,159.23,23.75,-791.51,-418.36
812216,0,203.53,509.38,-517.01,750.24
813224,1,204.25,37.33,-218.55,-745.57
813872,0,165.87,514.20,415.20,385.46
817298,1,119.61,27.83,687.75,-587.54
817513,1,202.00,30.81,-506.66,-521.13
817688,0,153.11,516.27,-404.85,79.82
820404,0,153.02,516.65,626.01,161.93
821344,0,181.95,516.29,-418.11,205.37
822251,1,179.39,26.16,-531.72,-448.07
822524,1,146.77,32.58,461.11,-492.67
822577,1,195.32,23.56,658.57,-623.28
822703,1,197.86,29.62,-493.29,-677.69
823287,0,139.56,516.27,543.56,442.93
825566,0,137.69,513.27,685.41,368.27
826409,1,196.67,30.93,3.29,-775.59
827573,0,134.28,503.35,460.95,687.72
828471,0,179.59,511.80,-364.04,511.67
829457,1,164.66,28.12,555.73,-380.12
829845,0,149.84,515.94,449.91,253.88
831067,0,143.84,509.20,-399.30,524.28
835112,0,178.86,510.33,595.68,675.94
836344,1,169.18,26.04,708.84,-623.93
836657,1,145.67,32.72,554.60,-503.47
837404,1,199.22,23.21,-455.99,-805.06
837518,1,205.71,36.78,-439.54,-701.37
837840,0,145.88,514.51,705.98,298.76
841188,0,134.83,509.99,-479.90,803.81
845914,1,144.54,27.39,105.99,-926.70
846301,1,135.51,35.21,356.80,-866.52
846431,0,181.68,516.79,-491.42,331.86
847415,1,211.85,28.20,-749.34,-502.09
847687,1,195.22,36.17,-50.84,-929.18
848365,1,127.11,23.01,741.15,-502.40
848468,0,184.76,506.92,618.22,536.03
850333,0,193.17,507.89,-596.51,619.72
851250,0,169.34,516.27,519.06,436.28
853934,1,187.42,23.21,-94.56,-327.07
854235,1,171.10,23.64,-569.22,-718.44
854336,1,139.87,27.54,203.15,-925.76
854474,0,116.40,514.87,422.27,748.52
855471,0,187.59,513.63,154.21,345.18
856354,1,159.97,24.86,-453.44,-690.95
860339,1,129.02,28.83,-356.13,-747.00
860492,1,148.89,34.26,-127.65,-923.02
860980,1,124.46,31.95,192.63,-615.28
861041,0,139.68,516.97,697.27,481.41
861927,1,192.03,28.38,448.63,-470.15
862437,0,121.13,514.68,637.66,480.65
865022,0,115.83,503.60,192.69,911.35
865879,0,140.13,511.86,300.06,875.42
867657,1,198.31,32.50,-491.09,-625.56
867874,1,145.77,27.36,-259.47,-282.59
868251,0,125.47,505.01,284.23,892.63
873110,1,194.59,34.19,-648.24,-686.67
873609,0,170.44,514.76,-276.06,426.96
874814,1,135.45,23.83,-803.86,-99.52
874872,0,194.21,513.97,329.32,370.53
882921,1,177.85,37.31,-422.62,-812.27
883167,1,199.20,33.89,-204.21,-898.21
883280,0,153.06,516.99,-200.15,117.18
889061,1,128.49,25.99,314.62,-367.69
889403,0,155.17,505.35,-604.39,674.86
892404,1,150.45,32.62,474.85,-530.28
892535,0,129.81,516.97,-443.73,600.20
894457,0,187.19,514.52,478.91,128.52
896922,1,167.73,23.01,553.12,-253.85
897543,0,157.52,513.38,-253.94,892.35
900836,0,128.77,507.15,-532.79,636.49
903461,1,165.04,26.94,120.33,-580.74
903765,0,149.02,503.96,389.00,851.52
904695,0,179.11,515.87,-307.36,87.10
906440,0,170.20,502.50,89.16,769.99
908086,1,153.13,32.42,140.32,-773.51
909341,1,200.86,36.34,-434.66,-817.95
909448,1,208.26,23.57,-663.42,-425.21
909664,0,179.84,514.10,-387.69,311.02
910993,1,124.39,27.66,25.48,-929.29
911499,0,122.31,502.64,185.29,916.37
912377,1,140.40,28.87,551.63,-343.34
912428,0,117.13,507.77,342.08,863.56
914122,1,198.96,24.99,270.57,-909.00
914206,0,147.88,507.46,684.05,650.09
916293,0,181.80,512.96,-382.55,505.79
917940,0,150.07,516.49,499.10,221.46
919653,1,142.02,27.67,466.91,-649.21
919715,1,181.24,26.96,134.63,-338.64
919799,1,132.93,31.94,-611.28,-479.66
920020,1,193.57,36.27,-248.94,-903.11
920253,1,144.83,30.06,-358.58,-846.74
920315,0,159.79,511.75,729.50,410.77
921348,0,157.18,515.49,297.12,873.59
923123,1,124.93,27.38,748.17,-579.27
923452,0,190.45,514.93,-636.76,575.97
925360,1,182.81,30.22,-269.65,-710.32
925760,0,198.56,513.17,-544.54,491.52
927489,1,147.28,31.91,463.03,-560.99
927932,1,116.72,34.57,466.33,-798.70
928290,1,167.22,37.77,394.18,-847.42
928330,0,205.42,506.63,-401.81,599.08
930097,1,203.87,25.74,-288.75,-252.07
930875,1,117.13,23.93,226.76,-69.00
930927,1,111.94,24.55,664.91,-495.36
931308,1,125.96,32.20,591.51,-683.86
931757,0,187.66,511.84,213.14,594.88
932614,1,175.56,26.80,102.70,-311.50
933121,0,195.15,515.69,-692.03,355.28
934193,1,139.24,39.71,142.20,-936.42
934360,0,123.78,512.82,442.17,528.18
935370,1,167.54,24.32,582.47,-438.49
935519,1,126.14,35.87,-293.82,-724.57
935812,0,164.48,514.55,812.83,371.58
936852,1,116.39,29.55,558.08,-425.83
936906,1,182.20,25.13,-455.51,-804.04
937162,0,170.29,508.75,646.23,552.18
940488,0,117.50,508.36,486.53,549.48
942406,1,160.61,25.90,-297.51,-869.82
942447,0,162.22,511.82,493.83,614.25
945098,0,128.83,513.04,129.56,923.38
946192,0,136.53,512.88,-425.89,585.35
947830,0,143.53,509.82,499.27,673.58
948874,0,173.97,510.60,329.33,783.00
950703,0,167.59,514.74,390.80,318.68
952435,0,181.70,511.17,622.59,354.11
953310,1,126.19,23.85,-234.66,-911.13
953472,1,201.59,24.48,-257.87,-741.73
953580,1,139.04,24.57,907.37,-137.41
953751,1,174.11,24.02,-373.18,-444.32
953799,1,113.62,31.61,422.59,-825.08
954035,0,198.16,514.44,-527.13,508.61
955163,0,147.43,516.25,-637.39,516.33
956809,1,186.85,27.49,41.79,-451.52
956868,1,191.14,25.87,-791.45,-215.63
957129,1,162.32,29.45,494.19,-623.92
957479,1,193.97,26.43,-733.45,-503.09
957612,1,136.45,25.64,103.97,-844.94
957917,0,117.31,508.95,469.28,557.50
959027,1,124.56,27.76,-76.68,-614.17
960291,1,209.87,28.48,-662.84,-460.02
960409,1,197.42,37.17,-676.59,-519.49
960639,1,124.95,33.41,410.84,-602.82
960984,1,153.14,32.43,719.84,-522.12
961036,1,136.62,31.58,263.52,-885.06
961677,0,149.03,506.59,606.75,671.16
964391,1,196.94,24.03,-224.96,-391.94
964582,1,183.08,29.74,-169.80,-657.25
964870,0,201.58,516.22,362.56,679.28
965760,0,136.15,505.36,332.18,875.59
967403,1,122.12,27.42,-107.52,-908.96
967545,1,130.34,26.66,552.60,-475.01
967637,1,210.37,34.54,-517.72,-596.25
967780,0,118.72,504.16,241.01,895.52
968678,1,206.47,23.24,-435.84,-502.17
969297,1,207.39,23.80,-744.61,-379.93
969722,0,175.26,515.67,710.02,436.75
972788,1,163.26,23.98,-822.83,-469.74
973303,1,169.79,24.15,496.84,-619.72
973632,0,131.12,514.41,315.37,522.03
974541,0,152.64,509.05,-618.56,708.94
976192,1,197.81,34.74,-448.48,-796.79
976606,1,117.48,33.34,201.65,-907.18
976744,1,177.02,29.24,638.01,-630.26
976948,0,196.54,516.15,367.62,422.99
977834,1,145.90,23.16,934.97,-164.69
981130,0,191.97,516.78,-653.95,540.94
981984,1,176.41,24.93,618.22,-650.88
982091,1,145.87,28.50,168.07,-925.41
982355,0,135.20,509.30,-328.49,477.58
985668,1,168.21,27.65,585.15,-427.49
986080,1,167.54,29.51,-315.18,-791.55
986289,0,197.39,516.82,-287.41,299.71
989854,1,146.13,35.47,-352.07,-862.40
990081,1,117.61,26.75,614.78,-605.79
990132,0,146.86,511.83,-678.84,600.62
990988,1,174.23,26.15,316.89,-799.45
991880,0,133.37,507.00,-121.53,922.59
992883,1,178.67,23.93,454.05,-129.58
993659,0,141.39,508.43,589.07,519.53
994654,1,169.53,36.48,334.56,-763.20
994715,1,126.09,28.10,713.33,-686.96
995337,1,179.06,23.78,245.52,-576.65
995550,0,138.87,505.59,-693.79,571.32
996652,0,177.33,504.14,-495.72,764.82
997549,1,185.24,37.48,-145.32,-936.90
997656,0,190.24,516.61,-49.52,254.73
998649,0,190.39,511.71,-692.75,355.55
999676,0,192.56,511.73,160.60,686.40
1002450,0,169.85,510.91,188.36,926.30
1003298,0,160.33,509.52,350.75,869.66
1005097,0,173.52,514.06,777.27,182.42
1009735,0,114.69,504.88,526.77,737.86
1013240,1,142.50,36.35,303.51,-886.26
1013521,1,167.72,28.88,-742.75,-485.04
1013643,0,170.76,516.70,-857.71,209.35
1018605,0,138.75,503.62,366.59,841.15
1019556,1,187.93,31.47,533.80,-432.12
1019735,1,200.01,27.83,-482.60,-579.69
1019848,1,130.31,25.49,572.31,-650.01
1019938,1,121.77,26.39,367.98,-249.54
1020361,1,165.08,40.25,-290.62,-884.35
1020410,1,150.35,31.91,431.04,-518.35
1020626,1,128.97,23.69,385.13,-343.62
1021142,1,147.07,31.71,-69.01,-945.27
1021367,0,125.74,515.22,-690.15,480.46
1022274,1,127.15,37.87,-441.95,-822.10
1022409,1,114.16,30.42,276.82,-886.01
1022791,1,189.17,36.59,-314.51,-872.00
1022926,0,148.84,511.67,306.35,784.72
1024664,0,146.21,512.16,-400.22,429.96
1026358,1,150.03,31.06,592.40,-693.12
1026407,0,188.48,500.11,-351.23,857.68
1027323,0,177.30,514.76,605.33,675.20
1028247,1,122.49,26.80,-121.55,-439.03
1028357,1,178.52,27.65,-293.29,-714.71
1028778,0,145.73,504.60,10.49,928.34
1029954,1,137.45,23.53,354.85,-295.01
1030148,1,144.06,26.48,-413.36,-239.95
1030202,1,127.09,26.92,200.20,-738.48
1031106,0,131.41,516.29,137.52,800.97
1032143,0,142.01,514.11,808.59,373.33
1033920,0,164.83,515.34,-437.35,452.80
1035838,1,173.13,24.97,144.78,-251.39
1035882,1,122.86,26.23,678.46,-597.19
1036176,0,126.98,511.23,-477.02,636.07
1037258,1,146.25,26.96,-661.44,-425.19
1037325,0,205.09,511.24,-572.24,372.12
1040390,1,176.24,24.99,-155.69,-609.79
1040447,1,166.33,28.30,-254.28,-833.89
1040599,0,137.68,513.23,534.77,745.83
1042788,0,189.64,500.43,-246.88,899.15
1043771,1,200.81,23.52,-280.57,-352.45
1044223,0,158.45,516.65,492.24,56.72
1045078,1,177.61,27.61,-71.26,-512.03
1045131,1,135.48,35.17,432.25,-617.49
1045348,1,118.81,23.16,356.96,-285.37
1045465,1,130.02,25.02,313.02,-334.58
1045574,1,129.82,37.69,-355.13,-858.80
1045726,1,111.91,32.02,457.76,-710.68
1045786,1,133.18,31.59,23.54,-949.07
1045879,1,167.37,25.77,-667.35,-236.78
1045926,0,128.11,505.56,435.40,619.56
1047998,1,140.12,24.62,310.83,-265.57
1048218,0,130.89,504.41,596.80,675.25
1049164,1,139.01,23.60,558.52,-471.57
1049261,0,144.69,499.63,-137.86,923.12
1050134,1,130.78,32.11,619.21,-162.97
1050265,0,120.29,514.99,-277.63,350.27
1053524,1,171.70,29.32,306.56,-466.88
1053601,0,181.13,511.94,-411.00,276.42
1054451,1,133.33,25.35,-294.38,-884.74
1054677,1,200.68,26.50,-341.67,-372.09
1054825,0,131.63,515.52,449.98,705.14
1059668,1,137.87,27.75,-389.05,-859.07
1059796,1,152.44,23.79,-941.53,-119.26
1060014,1,130.80,26.02,-688.90,-1373.68
1060153,1,158.37,34.12,-273.86,-872.84
1060403,0,161.77,511.03,412.90,322.27
1062858,0,173.01,511.13,-347.87,417.13
1063704,1,127.77,23.27,-382.60,-861.62
1063804,1,127.95,32.18,-432.38,-837.74
1063970,1,159.04,27.61,847.00,-237.38
1064107,0,117.68,512.96,-77.91,924.81
1065196,0,169.07,509.70,558.26,706.75
1066848,0,173.29,512.63,-353.82,476.27
1067757,1,190.79,23.26,606.10,-447.92
1067842,1,178.14,41.47,-151.67,-925.70
1068141,1,157.06,30.58,499.46,-617.01
1068561,1,135.52,37.32,127.05,-844.77
1069415,1,123.73,29.26,-560.78,-707.31
1069558,1,208.56,29.97,-600.92,-506.12
1069623,1,193.60,30.94,340.58,-400.79
1069678,1,128.29,28.53,-10.05,-313.47
1069723,1,153.72,35.90,-246.89,-840.58
1070033,1,132.62,30.83,-583.08,-430.00
1070163,1,141.16,28.07,344.64,-849.90
1070564,1,115.86,28.03,661.09,-438.02
1070746,1,190.93,33.04,-271.73,-736.48
1070898,1,191.50,35.44,-562.66,-714.94
1070964,0,132.06,516.31,-647.08,407.28
1071812,1,158.21,23.81,330.22,-871.99
1072047,1,121.92,28.68,398.64,-466.72
1072574,0,172.83,505.46,364.75,846.14
1073495,1,170.57,27.22,710.47,-439.00
1073557,1,142.05,23.84,-700.58,-546.30
1074041,1,199.76,31.78,-402.82,-822.88
1074419,1,148.29,24.75,-616.03,-671.15
1074800,1,163.42,28.51,654.82,-443.48
1074900,1,115.05,39.21,223.44,-905.58
1074985,1,187.13,36.12,554.54,-765.90
1075335,1,188.63,34.54,345.86,-670.84
1075448,0,147.01,513.65,528.45,239.75
1076461,0,128.70,515.36,-127.79,231.95
1077476,1,127.54,24.66,624.76,-339.17
1077717,1,121.20,23.40,35.40,-165.94
1077820,1,132.58,25.27,172.17,-736.54
1077996,1,146.05,31.67,-593.28,-739.53
1078335,1,129.84,23.09,-280.82,-801.98
1078628,1,139.74,35.06,-32.21,-940.94
1079007,1,157.96,31.06,-355.16,-864.83
1079092,1,202.75,35.13,-640.36,-650.76
1079168,0,139.58,513.25,-315.23,787.26
1080206,0,190.03,505.10,125.45,927.09
1081157,1,195.83,29.66,494.32,-521.57
1081270,1,190.80,25.58,-661.21,-526.34
1081331,0,165.67,512.17,-700.39,458.06
1085587,0,131.46,504.27,111.80,837.47
1086451,0,154.33,516.84,700.37,150.57
1088579,0,170.12,511.34,-573.65,442.95
1089778,1,189.98,24.41,387.27,-833.01
1090013,0,204.98,502.33,-244.65,898.18
1096636,0,149.28,512.32,166.27,920.97
1098327,0,197.82,516.31,500.00,611.08
1099355,1,154.51,23.79,-667.07,-45.30
1099767,0,152.31,510.02,-626.22,530.82
1101471,1,130.02,26.56,800.14,-380.59
1101883,0,155.59,510.67,659.75,611.96
1102861,0,180.49,506.07,343.54,853.77
1106198,0,119.40,500.85,422.96,814.55
1108659,1,107.72,34.60,673.34,-669.27
1108880,1,179.49,26.10,-487.94,-811.80
1108930,1,178.03,38.77,-68.12,-941.86
1108987,1,122.65,23.52,306.23,-578.95
1109102,0,142.83,510.39,-234.61,387.57
1110149,1,180.28,29.12,-446.10,-309.58
1110193,1,183.72,38.33,1.82,-915.89
